,location,total_sqft,bath,price,bhk
611,BTM 2nd Stage,1000.0,2.0,58.0,2
612,BTM 2nd Stage,2990.0,5.0,416.0,5
613,BTM 2nd Stage,1265.0,2.0,55.0,2
614,BTM 2nd Stage,2200.0,3.0,220.0,3
615,BTM 2nd Stage,2780.0,4.0,325.0,3
616,BTM 2nd Stage,2400.0,2.0,360.0,3
617,BTM 2nd Stage,965.0,2.0,56.0,2
618,BTM 2nd Stage,1147.0,2.0,75.0,2
619,BTM 2nd Stage,1750.0,3.0,172.0,3
620,BTM 2nd Stage,1400.0,2.0,90.0,2
621,BTM 2nd Stage,1200.0,2.0,70.0,2
622,BTM 2nd Stage,1100.0,2.0,47.0,2
623,BTM 2nd Stage,930.0,2.0,46.0,2
625,BTM 2nd Stage,2500.0,3.0,345.0,3
626,BTM Layout,1150.0,2.0,63.0,2
627,BTM Layout,3300.0,6.0,165.0,6
628,BTM Layout,1450.0,2.0,81.0,3
629,BTM Layout,1776.0,2.0,75.0,3
630,BTM Layout,1458.0,3.0,79.0,3
631,BTM Layout,935.0,2.0,51.5,2
632,BTM Layout,1020.0,2.0,46.5,2
633,BTM Layout,1600.0,3.0,112.0,3
634,BTM Layout,1300.0,2.0,75.0,3
635,BTM Layout,1540.0,2.0,78.0,3
636,BTM Layout,450.0,1.0,20.0,1
637,BTM Layout,1196.0,2.0,56.81,2
638,BTM Layout,1470.0,2.0,99.0,3
641,Babusapalaya,1611.0,2.0,66.0,3
643,Babusapalaya,1675.0,3.0,75.0,3
644,Babusapalaya,1141.0,2.0,46.0,2
645,Babusapalaya,1500.0,2.0,57.0,2
647,Babusapalaya,1050.0,2.0,45.0,2
648,Babusapalaya,1141.0,2.0,45.9,2
650,Babusapalaya,1230.0,3.0,53.0,3
651,Babusapalaya,1105.0,2.0,40.0,2
652,Babusapalaya,1410.0,2.0,65.0,3
653,Babusapalaya,1450.0,2.0,55.99,2
654,Babusapalaya,1100.0,2.0,38.0,2
656,Babusapalaya,1061.0,2.0,33.84,2
657,Babusapalaya,1061.0,2.0,38.95,2
658,Babusapalaya,1061.0,2.0,34.0,2
659,Babusapalaya,1245.0,2.0,58.0,2
660,Badavala Nagar,1494.0,2.0,94.55,3
661,Badavala Nagar,1274.0,2.0,81.0,2
662,Badavala Nagar,1842.0,3.0,115.0,3
663,Badavala Nagar,1494.0,2.0,94.55,3
664,Badavala Nagar,1274.0,2.0,81.0,2
665,Badavala Nagar,1494.0,2.0,94.55,3
666,Badavala Nagar,1842.0,3.0,115.0,3
667,Badavala Nagar,1842.0,3.0,115.0,3
668,Badavala Nagar,1842.0,3.0,115.0,3
669,Balagere,1210.0,2.0,80.9,2
670,Balagere,1210.0,2.0,72.0,2
671,Balagere,1205.0,2.0,78.5,2
672,Balagere,790.5,1.0,41.9,1
675,Balagere,1020.07,2.0,68.38,2
676,Balagere,1205.47,2.0,81.0,2
677,Balagere,1007.0,2.0,65.0,2
679,Balagere,1210.0,2.0,74.0,2
680,Balagere,1210.0,2.0,83.0,2
681,Balagere,675.0,1.0,45.0,1
682,Balagere,656.0,1.0,43.0,1
684,Balagere,1012.0,2.0,64.0,2
685,Balagere,1007.0,2.0,62.0,2
686,Balagere,1007.0,2.0,67.0,2
687,Balagere,1007.0,2.0,66.0,2
690,Balagere,645.0,1.0,34.18,1
693,Balagere,790.5,1.0,42.295,1
694,Balagere,1012.0,2.0,65.0,2
695,Balagere,656.0,1.0,38.77,1
696,Balagere,645.0,1.0,39.0,1
697,Balagere,645.0,1.0,41.0,1
698,Balagere,1210.0,2.0,82.0,2
699,Balagere,656.0,1.0,34.77,1
700,Balagere,1205.0,2.0,73.87,2
701,Balagere,1012.0,2.0,70.0,2
702,Balagere,1007.0,2.0,68.0,2
704,Balagere,1205.0,2.0,79.0,2
705,Balagere,1012.0,2.0,68.0,2
707,Banashankari,1077.0,2.0,37.64,2
708,Banashankari,1470.0,2.0,88.64,3
709,Banashankari,1300.0,2.0,75.0,3
710,Banashankari,1800.0,3.0,115.0,3
711,Banashankari,1125.0,2.0,63.0,2
713,Banashankari,1310.0,2.0,80.0,2
714,Banashankari,2600.0,4.0,135.0,3
715,Banashankari,1900.0,2.0,170.0,3
716,Banashankari,1260.0,2.0,75.0,2
717,Banashankari,1170.0,2.0,46.79,2
719,Banashankari,1350.0,2.0,83.0,3
721,Banashankari,1330.0,2.0,78.0,2
722,Banashankari,1400.0,2.0,78.0,3
723,Banashankari,1700.0,3.0,125.0,3
724,Banashankari,1020.0,2.0,40.79,2
725,Banashankari,1600.0,2.0,63.98,2
726,Banashankari,1041.0,2.0,36.44,2
727,Banashankari,2400.0,1.0,200.0,1
728,Banashankari,1390.0,2.0,86.0,2
729,Banashankari,1460.0,2.0,70.0,2
730,Banashankari,1200.0,2.0,60.0,2
731,Banashankari,1290.0,2.0,80.0,2
732,Banashankari,2582.0,5.0,250.0,3
733,Banashankari,1186.0,2.0,65.0,2
734,Banashankari,1650.0,3.0,101.0,3
736,Banashankari,1181.0,2.0,75.0,2
737,Banashankari,1105.0,2.0,90.0,2
738,Banashankari,720.0,1.0,60.0,1
739,Banashankari,1040.0,2.0,45.0,2
740,Banashankari,1330.0,2.0,77.0,2
741,Banashankari,1200.0,2.0,49.0,2
742,Banashankari,1185.0,2.0,67.0,2
743,Banashankari,1000.0,2.0,50.0,2
744,Banashankari,1650.0,3.0,90.75,3
745,Banashankari,1650.0,3.0,101.0,3
746,Banashankari,1310.0,2.0,80.43,2
747,Banashankari,600.0,1.0,27.0,2
748,Banashankari,1430.0,2.0,87.8,2
749,Banashankari,1020.0,2.0,42.83,2
751,Banashankari,1540.0,3.0,80.0,3
752,Banashankari,1195.0,2.0,35.84,2
753,Banashankari,1683.0,3.0,115.0,3
754,Banashankari,1800.0,3.0,125.0,3
755,Banashankari,1175.0,2.0,41.13,2
756,Banashankari,1750.0,2.0,89.0,3
757,Banashankari,1800.0,3.0,175.0,3
758,Banashankari,1450.0,2.0,50.75,2
759,Banashankari,1770.0,3.0,108.0,3
760,Banashankari,1800.0,3.0,125.0,3
763,Banashankari,1200.0,3.0,74.52,3
764,Banashankari,1100.0,2.0,63.0,2
765,Banashankari,1020.0,2.0,40.79,2
766,Banashankari,1260.0,2.0,75.0,2
767,Banashankari,1040.0,2.0,109.0,3
769,Banashankari,1426.0,3.0,85.0,3
770,Banashankari Stage II,1700.0,2.0,150.0,2
771,Banashankari Stage II,1200.0,2.0,150.0,4
772,Banashankari Stage II,1500.0,2.0,120.0,3
773,Banashankari Stage II,2400.0,3.0,510.0,5
774,Banashankari Stage II,500.0,2.0,55.0,2
775,Banashankari Stage II,1050.0,3.0,125.0,4
776,Banashankari Stage II,1240.0,2.0,59.52,3
777,Banashankari Stage II,1250.0,2.0,110.0,2
778,Banashankari Stage II,1260.0,2.0,95.0,3
779,Banashankari Stage II,2400.0,2.0,300.0,3
780,Banashankari Stage II,1400.0,2.0,100.0,2
781,Banashankari Stage II,2800.0,3.0,425.0,5
782,Banashankari Stage II,3000.0,3.0,450.0,3
783,Banashankari Stage II,1200.0,2.0,198.0,3
784,Banashankari Stage II,1245.0,2.0,125.0,2
785,Banashankari Stage III,1305.0,2.0,58.7,3
786,Banashankari Stage III,1145.0,2.0,58.4,2
787,Banashankari Stage III,1650.0,3.0,118.0,3
788,Banashankari Stage III,2400.0,4.0,240.0,4
789,Banashankari Stage III,1350.0,2.0,68.0,3
791,Banashankari Stage III,1305.0,2.0,59.0,3
792,Banashankari Stage III,1305.0,2.0,60.0,3
793,Banashankari Stage III,1200.0,2.0,42.0,2
794,Banashankari Stage III,1305.0,2.0,59.0,3
795,Banashankari Stage III,1480.0,3.0,75.48,3
796,Banashankari Stage III,1305.0,2.0,59.0,3
797,Banashankari Stage III,1304.0,2.0,111.0,2
798,Banashankari Stage III,3000.0,6.0,150.0,6
799,Banashankari Stage III,1085.0,2.0,50.0,2
800,Banashankari Stage III,1500.0,2.0,100.0,3
801,Banashankari Stage III,1350.0,1.0,145.0,1
802,Banashankari Stage III,2100.0,3.0,147.0,4
803,Banashankari Stage III,1420.0,2.0,95.0,3
804,Banashankari Stage V,1300.0,2.0,58.5,3
805,Banashankari Stage V,1305.0,2.0,49.0,3
806,Banashankari Stage V,1035.0,2.0,35.77,2
807,Banashankari Stage V,1355.0,2.0,61.0,3
808,Banashankari Stage V,1510.0,3.0,47.57,3
809,Banashankari Stage V,1650.0,3.0,51.98,3
810,Banashankari Stage V,1630.0,3.0,51.35,3
811,Banashankari Stage V,1510.0,3.0,47.57,3
812,Banashankari Stage V,1315.0,2.0,49.0,3
813,Banashankari Stage V,1540.0,3.0,48.51,3
814,Banashankari Stage V,920.0,2.0,41.5,2
815,Banashankari Stage VI,1177.5,2.0,59.935,2
816,Banashankari Stage VI,4800.0,4.0,190.0,4
817,Banashankari Stage VI,2800.0,4.0,89.0,4
818,Banashankari Stage VI,2200.0,4.0,195.0,4
819,Banashankari Stage VI,1160.0,2.0,59.0,2
820,Banashankari Stage VI,1180.0,2.0,59.47,2
821,Banashankari Stage VI,1423.0,2.0,71.73,3
822,Banashankari Stage VI,1392.0,3.0,69.46,3
823,Banashankari Stage VI,1410.5,2.0,70.385,3
824,Banashankari Stage VI,4800.0,3.0,200.0,4
825,Banaswadi,1184.0,2.0,53.0,2
826,Banaswadi,1145.0,2.0,55.0,2
827,Banaswadi,1250.0,2.0,60.0,2
828,Banaswadi,1365.0,2.0,73.0,2
829,Banaswadi,1903.0,6.0,140.0,5
830,Banaswadi,1222.0,2.0,80.0,2
831,Banaswadi,870.0,2.0,38.0,2
832,Banaswadi,1200.0,2.0,60.0,2
834,Banaswadi,527.0,1.0,35.0,1
835,Banaswadi,1340.0,2.0,73.0,2
836,Banaswadi,1008.0,2.0,52.0,2
837,Banaswadi,2250.0,5.0,240.0,5
838,Banaswadi,1105.0,2.0,57.0,2
839,Banjara Layout,1200.0,5.0,96.0,5
840,Banjara Layout,1200.0,2.0,70.0,2
841,Banjara Layout,1050.0,2.0,64.8,2
842,Banjara Layout,753.0,3.0,59.5,2
843,Banjara Layout,900.0,3.0,79.0,3
844,Banjara Layout,2500.0,4.0,140.0,3
845,Banjara Layout,1200.0,4.0,105.0,4
846,Bannerghatta,810.0,4.0,50.0,4
847,Bannerghatta,3012.0,6.0,250.0,4
848,Bannerghatta,1665.0,3.0,110.0,3
849,Bannerghatta,2370.0,4.0,195.0,3
850,Bannerghatta,1100.0,2.0,66.0,2
851,Bannerghatta,1113.0,2.0,70.0,2
852,Bannerghatta,1200.0,2.0,73.2,2
853,Bannerghatta,1070.0,2.0,87.0,2
854,Bannerghatta,940.0,4.0,45.0,4
855,Bannerghatta,1776.0,3.0,124.0,3
856,Bannerghatta Road,500.0,1.0,18.5,1
857,Bannerghatta Road,1050.0,2.0,65.0,2
858,Bannerghatta Road,1170.0,2.0,66.0,3
859,Bannerghatta Road,595.0,1.0,33.32,1
860,Bannerghatta Road,1445.0,3.0,95.0,3
861,Bannerghatta Road,1640.0,2.0,120.0,3
863,Bannerghatta Road,1460.0,2.0,90.0,3
865,Bannerghatta Road,1179.0,2.0,66.02,2
866,Bannerghatta Road,1122.5,2.0,58.935,2
867,Bannerghatta Road,793.0,2.0,45.0,2
869,Bannerghatta Road,1400.0,2.0,78.0,2
871,Bannerghatta Road,1215.0,2.0,50.0,2
872,Bannerghatta Road,1654.0,3.0,100.0,3
873,Bannerghatta Road,1181.0,2.0,55.0,2
875,Bannerghatta Road,1200.0,2.0,75.0,2
877,Bannerghatta Road,595.0,1.0,31.83,1
878,Bannerghatta Road,1105.0,2.0,51.0,2
879,Bannerghatta Road,1255.0,2.0,65.26,2
881,Bannerghatta Road,1550.0,3.0,82.0,3
883,Bannerghatta Road,1650.0,3.0,122.0,3
884,Bannerghatta Road,912.0,2.0,55.0,2
885,Bannerghatta Road,1218.0,2.0,73.0,2
887,Bannerghatta Road,1115.0,2.0,65.12,2
889,Bannerghatta Road,1893.0,3.0,100.0,3
890,Bannerghatta Road,1600.0,3.0,95.0,3
891,Bannerghatta Road,1275.0,2.0,65.0,2
892,Bannerghatta Road,892.0,2.0,39.0,2
894,Bannerghatta Road,1260.0,2.0,70.0,2
896,Bannerghatta Road,1157.0,2.0,40.0,2
897,Bannerghatta Road,1150.0,2.0,65.0,2
899,Bannerghatta Road,1100.0,2.0,39.0,2
901,Bannerghatta Road,1725.0,3.0,110.0,3
902,Bannerghatta Road,1850.0,6.0,150.0,6
904,Bannerghatta Road,950.0,2.0,38.0,2
905,Bannerghatta Road,1220.0,2.0,80.0,2
906,Bannerghatta Road,1130.0,2.0,78.0,2
908,Bannerghatta Road,1486.0,3.0,83.22,3
910,Bannerghatta Road,1015.0,2.0,48.0,2
911,Bannerghatta Road,1115.0,2.0,61.0,2
912,Bannerghatta Road,1136.0,2.0,48.0,2
913,Bannerghatta Road,2700.0,4.0,260.0,4
914,Bannerghatta Road,1200.0,2.0,69.0,3
915,Bannerghatta Road,1465.0,2.0,76.0,3
916,Bannerghatta Road,1302.5,2.0,67.73,2
917,Bannerghatta Road,1200.0,2.0,65.0,2
918,Bannerghatta Road,1240.0,2.0,65.0,2
919,Bannerghatta Road,1476.0,3.0,125.0,3
921,Bannerghatta Road,1532.5,3.0,84.29,3
923,Bannerghatta Road,1268.0,2.0,69.0,2
924,Bannerghatta Road,1450.0,2.0,87.0,3
925,Bannerghatta Road,2932.0,5.0,195.0,4
928,Bannerghatta Road,960.0,2.0,58.0,2
929,Bannerghatta Road,1750.0,3.0,130.0,3
930,Bannerghatta Road,1275.0,2.0,73.0,2
932,Bannerghatta Road,1240.0,2.0,71.0,2
934,Bannerghatta Road,1215.0,2.0,68.0,2
935,Bannerghatta Road,1215.0,2.0,68.0,2
936,Bannerghatta Road,1894.0,3.0,115.0,3
938,Bannerghatta Road,1693.0,3.0,89.0,3
939,Bannerghatta Road,1280.0,2.0,60.16,2
941,Bannerghatta Road,630.0,1.0,35.0,1
942,Bannerghatta Road,1215.0,2.0,68.0,2
943,Bannerghatta Road,1365.0,3.0,76.18,3
944,Bannerghatta Road,1115.0,2.0,78.0,2
945,Bannerghatta Road,1532.5,3.0,79.465,3
947,Bannerghatta Road,1655.0,3.0,90.0,3
948,Bannerghatta Road,1247.0,2.0,47.39,2
949,Bannerghatta Road,1237.5,2.0,49.49,2
950,Bannerghatta Road,1650.0,3.0,94.0,3
951,Bannerghatta Road,905.0,2.0,65.0,2
952,Bannerghatta Road,1000.0,2.0,50.0,2
953,Bannerghatta Road,2185.0,3.0,120.0,4
954,Bannerghatta Road,1012.0,2.0,45.0,2
956,Bannerghatta Road,1460.0,2.0,80.0,3
957,Bannerghatta Road,1340.0,2.0,85.0,2
958,Bannerghatta Road,1711.0,3.0,125.0,3
959,Bannerghatta Road,1520.0,2.0,81.0,3
960,Bannerghatta Road,2826.0,3.0,148.0,3
961,Bannerghatta Road,1115.0,2.0,61.0,2
962,Bannerghatta Road,1154.0,2.0,47.0,2
963,Bannerghatta Road,1000.0,2.0,44.5,2
964,Bannerghatta Road,1250.0,2.0,48.0,2
965,Bannerghatta Road,1640.0,3.0,105.0,3
967,Bannerghatta Road,1012.0,2.0,44.0,2
968,Bannerghatta Road,1527.0,3.0,115.0,3
971,Bannerghatta Road,1550.0,3.0,96.0,3
972,Bannerghatta Road,1200.0,2.0,78.0,2
973,Bannerghatta Road,1885.0,3.0,125.0,3
975,Bannerghatta Road,1450.0,2.0,78.0,3
976,Bannerghatta Road,700.0,1.0,31.2,1
979,Bannerghatta Road,905.0,2.0,58.0,2
981,Bannerghatta Road,1920.0,3.0,122.0,3
982,Bannerghatta Road,2400.0,4.0,180.0,4
984,Bannerghatta Road,1270.0,2.0,45.0,2
985,Bannerghatta Road,1520.0,2.0,80.0,3
986,Bannerghatta Road,1270.0,2.0,73.0,3
987,Bannerghatta Road,1846.0,3.0,120.0,3
989,Bannerghatta Road,1122.5,2.0,61.74,2
990,Bannerghatta Road,1655.0,3.0,95.0,3
991,Bannerghatta Road,1206.0,2.0,53.0,2
992,Bannerghatta Road,1150.0,2.0,55.0,2
993,Bannerghatta Road,1215.0,2.0,65.0,2
994,Bannerghatta Road,1510.0,2.0,110.0,3
995,Bannerghatta Road,1022.0,2.0,35.0,2
996,Bannerghatta Road,1246.0,2.0,47.35,2
997,Bannerghatta Road,1470.0,2.0,85.0,3
998,Bannerghatta Road,1160.0,2.0,45.0,2
999,Bannerghatta Road,970.0,2.0,57.0,2
1000,Bannerghatta Road,1527.0,3.0,142.0,3
1001,Basavangudi,1125.0,4.0,180.0,4
1003,Basavangudi,2337.0,4.0,292.0,3
1004,Basavangudi,2350.0,3.0,300.0,3
1005,Basavangudi,1500.0,2.0,143.0,3
1007,Basavangudi,600.0,1.0,97.5,1
1008,Basavangudi,2150.0,3.0,265.0,3
1009,Basavangudi,1036.0,2.0,105.0,2
1012,Basavangudi,2300.0,3.0,317.0,3
1013,Basavangudi,1600.0,2.0,160.0,3
1014,Basavangudi,1560.0,2.0,145.0,2
1015,Basavangudi,1825.0,3.0,175.0,3
1016,Basavangudi,1800.0,3.0,195.0,3
1017,Basavangudi,1100.0,2.0,93.0,2
1018,Basavangudi,670.0,1.0,50.0,1
1020,Basavangudi,1050.0,2.0,103.0,2
1021,Basavangudi,1350.0,2.0,130.0,3
1022,Basavangudi,1485.0,3.0,140.0,3
1023,Basavangudi,1180.0,2.0,124.0,2
1025,Basavangudi,1200.0,2.0,120.0,2
1027,Basavangudi,1230.0,2.0,80.0,2
1028,Basavangudi,2350.0,3.0,300.0,3
1029,Basavangudi,2453.0,3.0,250.0,4
1031,Basaveshwara Nagar,4500.0,5.0,415.0,5
1032,Basaveshwara Nagar,1865.0,3.0,145.0,3
1033,Basaveshwara Nagar,2460.0,7.0,350.0,7
1034,Basaveshwara Nagar,1200.0,2.0,90.0,2
1035,Basaveshwara Nagar,2400.0,4.0,310.0,5
1036,Basaveshwara Nagar,1200.0,2.0,80.0,2
1037,Basaveshwara Nagar,900.0,2.0,60.0,2
1038,Basaveshwara Nagar,1900.0,3.0,150.0,3
1039,Basaveshwara Nagar,1200.0,2.0,85.0,2
1040,Battarahalli,1200.0,2.0,65.0,2
1041,Battarahalli,1779.0,3.0,89.61,3
1042,Battarahalli,1300.0,2.0,50.0,2
1043,Battarahalli,1945.0,3.0,97.42,3
1044,Battarahalli,1777.0,3.0,100.0,3
1045,Battarahalli,1135.0,2.0,43.0,2
1046,Battarahalli,1276.0,2.0,45.0,2
1047,Battarahalli,1880.0,3.0,94.36,3
1048,Battarahalli,1071.0,2.0,62.0,2
1049,Battarahalli,1165.0,2.0,43.0,2
1050,Battarahalli,1636.0,2.0,82.89,2
1051,Battarahalli,1779.0,3.0,90.0,3
1053,Battarahalli,1090.0,2.0,38.37,2
1054,Battarahalli,2082.0,3.0,104.0,3
1055,Battarahalli,1590.0,2.0,102.0,2
1056,Battarahalli,2024.0,3.0,103.0,3
1057,Battarahalli,1097.0,2.0,49.0,2
1059,Begur,1419.0,2.0,59.0,3
1060,Begur,1580.0,3.0,75.0,3
1061,Begur,1559.0,3.0,63.0,3
1062,Begur,1445.0,2.0,47.1,3
1063,Begur,1475.0,2.0,74.0,3
1064,Begur,3500.0,4.0,185.0,3
1065,Begur,1100.0,2.0,55.0,2
1066,Begur,1306.0,2.0,65.0,2
1067,Begur,1304.0,3.0,65.0,3
1068,Begur,1411.0,2.0,60.0,3
1069,Begur,815.0,2.0,40.0,2
1070,Begur,1443.0,2.0,70.0,3
1071,Begur Road,1200.0,2.0,44.0,2
1072,Begur Road,1200.0,2.0,46.8,2
1073,Begur Road,1160.0,2.0,44.0,2
1074,Begur Road,1584.0,3.0,65.0,3
1076,Begur Road,1615.0,3.0,59.76,3
1077,Begur Road,1200.0,2.0,43.2,2
1078,Begur Road,1160.0,2.0,44.08,2
1079,Begur Road,1200.0,2.0,45.0,2
1080,Begur Road,1615.0,3.0,60.0,3
1081,Begur Road,1410.0,2.0,53.0,3
1082,Begur Road,1200.0,2.0,37.8,2
1083,Begur Road,970.0,2.0,27.0,2
1084,Begur Road,1160.0,2.0,40.59,2
1085,Begur Road,1260.0,2.0,46.62,2
1086,Begur Road,1600.0,3.0,58.14,3
1087,Begur Road,1634.0,3.0,83.33,3
1089,Begur Road,1160.0,2.0,36.0,2
1090,Begur Road,1500.0,2.0,70.0,3
1091,Begur Road,1160.0,2.0,42.0,2
1092,Begur Road,1240.0,2.0,39.06,2
1093,Begur Road,1200.0,2.0,45.0,2
1094,Begur Road,1500.0,2.0,55.0,3
1095,Begur Road,1410.0,2.0,52.17,3
1097,Begur Road,1583.0,3.0,74.4,3
1098,Begur Road,1170.0,2.0,46.0,2
1099,Begur Road,2462.0,4.0,124.0,4
1100,Begur Road,1160.0,2.0,42.92,2
1101,Begur Road,1410.0,2.0,52.17,3
1103,Begur Road,1225.0,2.0,35.52,2
1104,Begur Road,1565.0,2.0,59.76,3
1105,Begur Road,1160.0,2.0,42.0,2
1107,Begur Road,1410.0,2.0,53.58,3
1108,Begur Road,1200.0,2.0,45.0,2
1109,Begur Road,1200.0,2.0,42.6,2
1110,Begur Road,1160.0,2.0,42.0,2
1111,Begur Road,1334.0,2.0,42.69,2
1112,Begur Road,1565.0,2.0,57.91,3
1113,Begur Road,1933.0,3.0,98.0,3
1114,Begur Road,1200.0,2.0,45.6,2
1115,Begur Road,1215.0,2.0,43.13,2
1116,Begur Road,1444.0,2.0,71.5,3
1117,Begur Road,1160.0,2.0,36.54,2
1119,Begur Road,1200.0,2.0,44.4,2
1121,Begur Road,1260.0,2.0,39.69,2
1122,Begur Road,2464.5,6.0,118.0,4
1123,Begur Road,1160.0,2.0,44.0,2
1125,Begur Road,952.0,2.0,42.0,2
1128,Begur Road,1200.0,2.0,42.0,2
1129,Begur Road,1240.0,2.0,45.88,2
1130,Begur Road,1200.0,3.0,50.0,3
1132,Begur Road,1200.0,2.0,44.0,2
1134,Begur Road,1100.0,2.0,42.6,2
1135,Begur Road,1565.0,2.0,57.91,3
1136,Begur Road,1200.0,2.0,44.4,2
1137,Begur Road,644.0,1.0,32.0,1
1138,Begur Road,2500.0,6.0,122.5,4
1139,Begur Road,1241.0,2.0,64.0,2
1140,Begur Road,1160.0,2.0,36.54,2
1141,Begur Road,1215.0,2.0,43.75,2
1142,Begur Road,1200.0,2.0,44.73,2
1143,Begur Road,1160.0,2.0,42.0,2
1144,Begur Road,1410.0,2.0,54.99,3
1145,Bellandur,1767.0,3.0,103.0,3
1146,Bellandur,1205.0,2.0,66.0,2
1147,Bellandur,1250.0,2.0,76.0,2
1148,Bellandur,1000.0,2.0,50.0,2
1149,Bellandur,1281.0,2.0,74.0,2
1150,Bellandur,921.0,2.0,40.0,2
1152,Bellandur,1490.0,2.0,98.0,3
1154,Bellandur,2039.0,3.0,168.0,3
1155,Bellandur,1605.0,3.0,85.0,3
1156,Bellandur,1692.0,3.0,88.0,3
1157,Bellandur,1220.0,2.0,60.0,2
1158,Bellandur,1299.0,2.0,82.0,2
1159,Bellandur,900.0,2.0,56.0,2
1160,Bellandur,1350.0,2.0,79.0,2
1161,Bellandur,1286.0,2.0,57.0,2
1162,Bellandur,3016.0,4.0,230.0,4
1163,Bellandur,1457.0,2.0,85.0,2
1164,Bellandur,1195.0,2.0,51.0,2
1165,Bellandur,1050.0,2.0,72.0,2
1166,Bellandur,3600.0,4.0,260.0,4
1167,Bellandur,1310.0,2.0,72.0,2
1168,Bellandur,924.0,2.0,35.11,2
1169,Bellandur,1785.0,3.0,118.0,3
1170,Bellandur,1051.0,2.0,60.0,2
1172,Bellandur,1060.0,2.0,65.0,2
1173,Bellandur,1100.0,2.0,62.0,2
1174,Bellandur,1550.0,2.0,59.0,2
1175,Bellandur,924.0,2.0,35.11,2
1177,Bellandur,1685.0,3.0,100.0,3
1178,Bellandur,982.0,2.0,55.0,2
1179,Bellandur,981.0,2.0,37.28,2
1180,Bellandur,1205.0,2.0,59.0,2
1181,Bellandur,1063.0,2.0,58.0,2
1182,Bellandur,1201.0,2.0,59.99,2
1183,Bellandur,1325.0,2.0,65.0,2
1184,Bellandur,1281.0,2.0,87.0,2
1186,Bellandur,1200.0,2.0,52.0,2
1187,Bellandur,1785.0,3.0,120.0,3
1188,Bellandur,1088.0,2.0,48.0,2
1189,Bellandur,1310.0,2.0,85.0,2
1190,Bellandur,982.0,2.0,37.28,2
1191,Bellandur,1465.0,3.0,90.0,2
1192,Bellandur,1767.0,3.0,109.0,3
1193,Bellandur,924.0,2.0,35.11,2
1194,Bellandur,3600.0,4.0,245.0,4
1195,Bellandur,1170.0,2.0,46.79,2
1196,Bellandur,1150.0,2.0,69.44,2
1197,Bellandur,1200.0,2.0,45.0,2
1199,Bellandur,1410.0,3.0,92.0,2
1200,Bellandur,950.0,2.0,35.0,2
1201,Bellandur,1015.0,2.0,60.0,2
1203,Bellandur,1685.0,3.0,101.0,3
1204,Bellandur,1735.0,3.0,105.0,3
1205,Bellandur,1685.0,3.0,115.0,3
1206,Bellandur,1846.0,3.0,135.0,3
1207,Bellandur,1049.0,2.0,51.0,2
1209,Bellandur,1211.0,2.0,63.0,2
1210,Bellandur,1717.0,3.0,110.0,3
1212,Bellandur,1185.0,2.0,47.39,2
1213,Bellandur,1200.0,2.0,62.0,2
1217,Bellandur,1251.0,2.0,47.0,2
1219,Bellandur,960.0,2.0,48.0,2
1220,Bellandur,1690.0,2.0,116.0,3
1221,Bellandur,950.0,1.0,40.0,1
1222,Bellandur,850.0,2.0,45.0,2
1223,Bellandur,1454.0,2.0,90.0,2
1225,Bellandur,1195.0,2.0,52.0,2
1226,Bellandur,1435.0,2.0,115.0,3
1228,Bellandur,1260.0,2.0,83.5,2
1229,Bellandur,1535.0,3.0,90.0,3
1230,Bellandur,1047.0,2.0,75.0,2
1231,Bellandur,1096.0,2.0,40.0,2
1232,Bellandur,1262.0,2.0,47.0,2
1233,Benson Town,3200.0,4.0,350.0,3
1234,Benson Town,4460.0,5.0,650.0,4
1235,Benson Town,2850.0,4.0,470.0,3
1236,Benson Town,1300.0,2.0,120.0,2
1237,Benson Town,1567.0,3.0,140.0,2
1238,Benson Town,3633.0,6.0,550.0,4
1239,Benson Town,1688.12,2.0,270.0,2
1240,Benson Town,1805.0,3.0,280.0,3
1241,Benson Town,1688.0,2.0,280.0,2
1242,Bharathi Nagar,1322.0,2.0,68.0,2
1243,Bharathi Nagar,1351.0,2.0,70.0,2
1244,Bharathi Nagar,1384.0,2.0,59.0,2
1245,Bharathi Nagar,1351.0,2.0,74.0,2
1246,Bharathi Nagar,1432.0,2.0,68.0,2
1248,Bharathi Nagar,1349.0,2.0,56.7,2
1249,Bharathi Nagar,1328.0,2.0,69.0,2
1250,Bharathi Nagar,1300.0,2.0,55.86,2
1251,Bhoganhalli,1670.0,3.0,99.0,3
1254,Bhoganhalli,1444.0,2.0,75.97,2
1255,Bhoganhalli,1447.0,2.0,75.97,2
1256,Bhoganhalli,1700.0,3.0,126.0,3
1257,Bhoganhalli,1447.0,2.0,75.97,2
1262,Bhoganhalli,1760.0,3.0,127.0,3
1264,Bhoganhalli,1447.0,2.0,75.97,2
1265,Bhoganhalli,1949.0,3.0,129.0,3
1266,Bhoganhalli,1760.0,3.0,128.0,3
1267,Bhoganhalli,1447.0,2.0,75.97,2
1268,Bhoganhalli,2439.0,4.0,185.0,4
1272,Bhoganhalli,1444.0,2.0,75.97,2
1273,Bhoganhalli,1205.0,2.0,64.47,2
1274,Bhoganhalli,1447.0,2.0,75.97,2
1275,Bhoganhalli,2439.0,5.0,170.0,4
1277,Bhoganhalli,1205.0,2.0,68.32,2
1278,Bhoganhalli,1260.0,2.0,69.9,2
1279,Bhoganhalli,2439.0,4.0,170.0,4
